Customer ID,Married,age_gen,Offer,Churn Category,Churn Reason,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
4678-DVQEO,No,Millennials,,Competitor,Competitor made better offer,34.04,23.0,52.2,52.2,0.0,0,34.04,86.24
4690-LLKUA,No,Baby boomers,,Competitor,Competitor made better offer,40.93,2.0,45.05,770.6,0.0,0,695.81,1466.41
4695-VADHF,Yes,Generation X,,Competitor,Competitor had better devices,2.86,22.0,57.45,990.85,15.73,0,51.48,1026.6
4695-WJZUE,No,Baby boomers,,Competitor,Competitor had better devices,21.57,28.0,88.55,179.25,0.0,0,43.14,222.39
4701-AHWMW,Yes,Millennials,,Attitude,Attitude of service provider,,42.0,54.55,2978.3,0.0,50,0.0,3028.3
4701-MLJPN,No,Baby boomers,Offer C,Attitude,Attitude of support person,1.53,6.0,55.25,1715.65,0.0,10,47.43,1773.08
4702-IOQDC,No,Generation X,Offer E,Competitor,Competitor offered higher download speeds,46.17,30.0,70.1,70.1,0.0,0,46.17,116.27
4704-ERYFC,Yes,Generation Z,,Competitor,Competitor offered higher download speeds,32.11,52.0,69.25,1554.0,0.0,0,706.42,2260.42
4706-AXVKM,No,Silent generation,,Price,Extra data charges,4.1,5.0,84.8,906.85,0.0,0,45.1,951.95
4710-FDUIZ,Yes,Generation X,,Competitor,Competitor offered more data,26.15,7.0,100.3,5614.45,0.0,100,1464.4,7178.85
4713-LZDRV,No,Silent generation,Offer E,Price,Long distance charges,31.91,30.0,79.6,195.05,0.0,0,63.82,258.87
4720-VSTSI,No,Generation X,,Attitude,Attitude of support person,40.17,6.0,84.8,3862.55,0.0,0,1767.48,5630.03
4729-XKASR,No,Generation X,,Competitor,Competitor had better devices,,57.0,24.75,24.75,0.0,0,0.0,24.75
4735-ASGMA,No,Generation X,,Competitor,Competitor had better devices,40.17,27.0,98.35,2515.3,0.0,0,1044.42,3559.72
4745-LSPLO,No,Generation Z,,Attitude,Attitude of support person,19.85,,20.5,20.5,0.0,0,19.85,40.35
4749-VFKVB,No,Generation X,,Other,Don't know,46.49,14.0,50.1,50.1,0.0,0,46.49,96.59
4750-ZRXIU,No,Baby boomers,,Competitor,Competitor had better devices,6.68,17.0,84.6,360.1,0.0,0,26.72,386.82
4759-TRPLW,No,Millennials,Offer E,Competitor,Competitor had better devices,29.63,15.0,70.4,70.4,0.0,0,29.63,100.03
4760-XOHVN,Yes,Generation X,,Competitor,Competitor made better offer,28.73,,19.45,19.45,0.0,0,28.73,48.18
4763-PGDPO,No,Generation Z,,Competitor,Competitor had better devices,41.12,42.0,70.4,281.0,0.0,70,164.48,515.48
4765-OXPPD,Yes,Generation Z,Offer E,Competitor,Competitor offered more data,6.35,69.0,65.0,663.05,0.0,0,57.15,720.2
4785-QRJHC,Yes,Silent generation,,Competitor,Competitor offered higher download speeds,,15.0,59.9,2816.65,0.0,150,0.0,2966.65
4786-UKSNZ,No,Generation X,Offer E,Competitor,Competitor made better offer,11.25,,20.2,20.2,0.0,0,11.25,31.45
4789-KWMXN,Yes,Millennials,Offer B,Price,Price too high,19.02,17.0,110.85,5275.8,4.93,0,893.94,6164.81
4791-QRGMF,Yes,Millennials,Offer B,Competitor,Competitor offered more data,10.76,5.0,99.5,5961.1,0.0,0,634.84,6595.94
4795-KTRTH,Yes,Baby boomers,Offer E,Competitor,Competitor made better offer,47.28,11.0,81.0,371.65,40.64,10,236.4,577.41
4797-AXPXK,No,Baby boomers,Offer E,Attitude,Attitude of service provider,43.48,16.0,60.0,60.0,0.0,10,43.48,113.48
4800-CZMPC,Yes,Generation Z,Offer B,Attitude,Attitude of service provider,6.36,47.0,103.25,5037.55,0.0,0,305.28,5342.83
4800-VHZKI,No,Baby boomers,Offer E,Competitor,Competitor made better offer,36.63,,19.9,19.9,0.0,0,36.63,56.53
4803-AXVYP,No,Baby boomers,Offer C,Dissatisfaction,Service dissatisfaction,47.39,2.0,99.55,3734.25,0.0,0,1800.82,5535.07
4806-HIPDW,Yes,Baby boomers,Offer E,Dissatisfaction,Limited range of services,21.65,13.0,68.95,68.95,0.0,0,21.65,90.6
4806-KEXQR,No,Millennials,Offer E,Competitor,Competitor had better devices,43.06,46.0,79.9,324.3,0.0,0,172.24,496.54
4816-JBHOV,No,Baby boomers,Offer E,Competitor,Competitor offered more data,41.43,20.0,44.7,93.7,0.0,0,82.86,176.56
4816-LXZYW,No,Generation X,Offer D,Competitor,Competitor had better devices,33.44,11.0,-7.0,1676.95,0.0,0,769.12,2446.07
4817-QRJSX,No,Generation X,Offer D,Attitude,Attitude of support person,49.5,19.0,81.0,818.05,0.0,0,495.0,1313.05
4817-VYYWS,No,Generation Z,Offer C,Dissatisfaction,Service dissatisfaction,11.73,82.0,100.2,2983.8,0.0,0,351.9,3335.7
4818-DRBQT,Yes,Millennials,Offer C,Attitude,Attitude of support person,26.03,47.0,80.15,2265.25,0.0,0,754.87,3020.12
4818-QIUFN,No,Baby boomers,,Attitude,Attitude of support person,11.82,5.0,79.15,1520.9,0.0,0,236.4,1757.3
4822-NGOCH,No,Baby boomers,,Price,Long distance charges,21.88,4.0,84.45,1058.6,0.0,0,284.44,1343.04
4822-RVYBB,No,Baby boomers,Offer E,Attitude,Attitude of support person,40.45,29.0,100.6,819.4,0.0,0,323.6,1143.0
4822-YCXMX,No,Baby boomers,Offer C,Price,Extra data charges,8.31,22.0,84.8,2043.45,0.0,0,207.75,2251.2
4826-XTSOH,Yes,Baby boomers,,Competitor,Competitor had better devices,38.78,23.0,86.05,86.05,0.0,0,38.78,124.83
4829-AUOAX,No,Generation X,,Price,Extra data charges,6.18,8.0,96.05,4399.5,0.0,80,284.28,4763.78
4831-EOBFE,Yes,Generation X,,Other,Don't know,40.49,15.0,94.65,2649.15,0.0,0,1174.21,3823.36
4844-JJWUY,No,Baby boomers,Offer E,Competitor,Competitor made better offer,28.82,22.0,86.0,86.0,0.0,0,28.82,114.82
4846-WHAFZ,Yes,Silent generation,Offer C,Price,Extra data charges,6.33,14.0,76.5,2868.15,0.0,0,234.21,3102.36
4847-QNOKA,No,Millennials,Offer E,Dissatisfaction,Lack of self-service on Website,41.78,59.0,44.9,44.9,0.0,0,41.78,86.68
4853-RULSV,No,Generation Z,Offer A,Attitude,Attitude of service provider,12.19,42.0,104.0,7250.15,0.0,0,853.3,8103.45
4855-SNKMY,No,Millennials,Offer E,Competitor,Competitor made better offer,4.41,30.0,44.1,44.1,0.0,0,4.41,48.51
4871-JTKJF,No,Baby boomers,,Attitude,Attitude of service provider,31.13,5.0,69.65,69.65,0.0,0,31.13,100.78
4873-ILOLJ,No,Baby boomers,,Competitor,Competitor had better devices,32.49,23.0,90.35,2238.5,0.0,0,779.76,3018.26
4877-EVATK,No,Millennials,,Attitude,Attitude of service provider,46.77,,20.0,20.0,0.0,0,46.77,66.77
4883-QICIH,Yes,Millennials,,Other,Don't know,5.99,5.0,69.75,2347.9,19.67,0,191.68,2519.91
4892-VLANZ,No,Millennials,,Price,Long distance charges,9.66,,19.8,19.8,0.0,0,9.66,29.46
4895-TMWIR,Yes,Silent generation,,Competitor,Competitor made better offer,29.54,,19.95,214.75,0.0,0,324.94,539.69
4897-QSUYC,No,Millennials,Offer E,Attitude,Attitude of support person,21.59,,20.15,20.15,0.0,0,21.59,41.74
4902-OHLSK,No,Baby boomers,,Attitude,Attitude of support person,20.98,16.0,98.65,2862.75,0.0,0,608.42,3471.17
4903-UYAVB,Yes,Generation X,Offer E,Competitor,Competitor made better offer,31.76,,19.35,126.05,0.0,0,158.8,284.85
4905-JEFDW,No,Millennials,,Competitor,Competitor offered higher download speeds,,5.0,41.6,470.6,0.0,0,0.0,470.6
4910-AQFFX,Yes,Millennials,,Dissatisfaction,Network reliability,31.67,59.0,79.35,661.25,0.0,10,285.03,956.28
4910-GMJOT,No,Generation X,,Other,Don't know,1.17,27.0,94.6,94.6,0.0,0,1.17,95.77
4911-BANWH,No,Generation X,,Attitude,Attitude of support person,33.38,27.0,86.55,2697.4,0.0,0,1034.78,3732.18
4913-EHYUI,Yes,Silent generation,Offer B,Competitor,Competitor offered higher download speeds,48.8,12.0,104.55,5794.65,0.0,0,2732.8,8527.45
4918-QLLIW,No,Generation Z,,Other,Don't know,47.68,82.0,53.4,188.7,0.0,0,143.04,331.74
4919-IKATY,Yes,Baby boomers,Offer E,Competitor,Competitor made better offer,36.88,8.0,84.5,453.75,0.0,0,184.4,638.15
4919-MOAVT,No,Generation X,Offer E,Competitor,Competitor offered higher download speeds,39.38,23.0,69.65,220.1,0.0,0,118.14,338.24
4925-LMHOK,No,Millennials,Offer D,Dissatisfaction,Service dissatisfaction,14.79,59.0,58.6,939.7,0.0,0,221.85,1161.55
4929-BSTRX,No,Baby boomers,,Price,Lack of affordable download/upload speed,1.59,14.0,53.55,53.55,0.0,0,1.59,55.14
4946-EDSEW,Yes,Millennials,Offer D,Attitude,Attitude of support person,29.01,,19.25,180.3,0.0,0,319.11,499.41
4951-UKAAQ,No,Millennials,,Dissatisfaction,Network reliability,48.32,51.0,88.95,355.2,0.0,40,193.28,588.48
4952-YSOGZ,Yes,Generation X,,Competitor,Competitor made better offer,4.14,30.0,85.95,381.3,0.0,0,16.56,397.86
4958-GZWIY,Yes,Baby boomers,,Other,Don't know,5.13,4.0,-4.0,340.25,0.0,0,35.91,376.16
4958-XCBDQ,No,Baby boomers,Offer C,Competitor,Competitor offered more data,39.69,25.0,101.4,3496.3,0.0,0,1389.15,4885.45
4959-JOSRX,Yes,Millennials,Offer E,Price,Lack of affordable download/upload speed,30.19,16.0,44.6,80.55,0.0,0,60.38,140.93
4971-PUYQO,No,Generation X,,Competitor,Competitor made better offer,11.09,6.0,94.55,2724.6,0.0,0,299.43,3024.03
4988-IQIGL,No,Silent generation,,Attitude,Attitude of support person,28.49,18.0,75.35,75.35,0.0,0,28.49,103.84
5013-SBUIH,No,Baby boomers,,Competitor,Competitor had better devices,27.7,28.0,109.65,5551.15,0.0,0,1385.0,6936.15
5016-ETTFF,No,Generation X,Offer D,Dissatisfaction,Service dissatisfaction,,30.0,29.5,255.25,0.0,40,0.0,295.25
5020-ZSTTY,No,Baby boomers,Offer B,Competitor,Competitor made better offer,12.08,5.0,82.45,4350.1,0.0,0,652.32,5002.42
5027-QPKTE,Yes,Millennials,Offer E,Competitor,Competitor had better devices,14.75,28.0,69.35,451.1,0.0,10,103.25,564.35
5027-XWQHA,No,Millennials,,Dissatisfaction,Network reliability,41.16,10.0,44.75,270.95,0.0,10,246.96,527.91
5028-GZLDO,No,Generation Z,,Dissatisfaction,Service dissatisfaction,36.06,85.0,-2.0,140.7,0.0,0,72.12,212.82
5028-HTLJB,No,Baby boomers,Offer E,Price,Long distance charges,19.87,,20.05,20.05,0.0,0,19.87,39.92
5047-LHVLY,No,Baby boomers,Offer E,Competitor,Competitor made better offer,39.78,12.0,-9.0,50.15,0.0,0,39.78,89.93
5049-GLYVG,No,Generation X,Offer E,Price,Long distance charges,47.26,,20.6,20.6,0.0,0,47.26,67.86
5052-PNLOS,No,Generation X,Offer E,Dissatisfaction,Poor expertise of online support,13.83,14.0,105.35,323.25,0.0,0,41.49,364.74
5054-IEXZT,No,Millennials,,Competitor,Competitor made better offer,32.82,21.0,75.35,75.35,0.0,10,32.82,118.17
5057-LCOUI,No,Millennials,Offer C,Attitude,Attitude of support person,,4.0,50.75,2011.4,0.0,0,0.0,2011.4
5073-WXOYN,No,Generation X,Offer B,Competitor,Competitor offered more data,,5.0,50.8,3027.4,0.0,0,0.0,3027.4
5077-DXTCG,No,Millennials,,Competitor,Competitor had better devices,26.41,26.0,45.3,45.3,0.0,0,26.41,71.71
5087-SUURX,Yes,Generation X,,Dissatisfaction,Lack of self-service on Website,,30.0,39.05,669.85,0.0,0,0.0,669.85
5089-IFSDP,Yes,Millennials,Offer B,Dissatisfaction,Product dissatisfaction,27.99,24.0,109.45,6144.55,0.0,0,1623.42,7767.97
5095-AESKG,Yes,Millennials,,Competitor,Competitor offered higher download speeds,31.61,20.0,91.5,242.95,0.0,10,94.83,347.78
5099-BAILX,Yes,Baby boomers,Offer B,Competitor,Competitor made better offer,14.52,5.0,110.75,4687.9,0.0,0,624.36,5312.26
5103-MHMHY,No,Generation X,Offer E,Competitor,Competitor had better devices,46.17,19.0,45.95,45.95,0.0,0,46.17,92.12
5108-ADXWO,No,Millennials,,Competitor,Competitor made better offer,38.88,30.0,73.5,791.75,0.0,0,427.68,1219.43
5130-IEKQT,No,Baby boomers,Offer C,Price,Price too high,46.34,22.0,105.95,2655.25,0.0,0,1158.5,3813.75
5134-IKDAY,Yes,Millennials,,Dissatisfaction,Service dissatisfaction,11.08,13.0,69.8,69.8,0.0,0,11.08,80.88
5136-KCKGI,Yes,Generation Z,Offer C,Competitor,Competitor had better devices,41.61,73.0,103.7,3467.0,0.0,0,1373.13,4840.13
5138-WVKYJ,No,Generation X,Offer D,Competitor,Competitor made better offer,27.57,13.0,98.55,1008.55,0.0,0,275.7,1284.25
5143-EGQFK,No,Baby boomers,,Other,Don't know,,20.0,29.65,291.4,0.0,110,0.0,401.4
5143-WMWOG,No,Baby boomers,,Attitude,Attitude of support person,17.61,,19.95,19.95,0.0,0,17.61,37.56
5154-VEKBL,No,Millennials,Offer E,Competitor,Competitor offered higher download speeds,,48.0,58.5,539.85,0.0,0,0.0,539.85
5159-YFPKQ,No,Millennials,Offer E,Competitor,Competitor had better devices,24.31,16.0,75.8,160.75,0.0,0,48.62,209.37
5167-GBFRE,No,Baby boomers,Offer E,Dissatisfaction,Poor expertise of online support,,19.0,25.2,102.5,0.0,0,0.0,102.5
5167-ZFFMM,No,Baby boomers,Offer E,Competitor,Competitor made better offer,8.56,24.0,90.85,90.85,0.0,0,8.56,99.41
5174-RNGBH,No,Millennials,,Dissatisfaction,Network reliability,24.81,69.0,66.25,620.55,0.0,10,223.29,853.84
5175-AOBHI,No,Generation X,,Dissatisfaction,Lack of self-service on Website,15.07,16.0,46.0,193.6,0.0,0,60.28,253.88
5178-LMXOP,Yes,Baby boomers,,Price,Price too high,4.89,11.0,95.1,95.1,0.0,0,4.89,99.99
5180-UCIIQ,Yes,Silent generation,,Other,Moved,,18.0,40.05,880.2,0.0,0,0.0,880.2
5186-SAMNZ,No,Baby boomers,,Price,Price too high,41.2,15.0,69.5,69.5,0.0,80,41.2,190.7
5192-EBGOV,No,Baby boomers,,Competitor,Competitor had better devices,45.81,21.0,85.7,85.7,0.0,0,45.81,131.51
5196-SGOAK,No,Millennials,Offer E,Attitude,Attitude of support person,9.05,21.0,75.7,75.7,0.0,0,9.05,84.75
5202-IVJNU,No,Generation X,,Dissatisfaction,Network reliability,,24.0,30.1,1131.3,0.0,150,0.0,1281.3
5204-QZXPU,No,Generation X,,Competitor,Competitor had better devices,,21.0,39.65,733.35,0.0,0,0.0,733.35
5208-HFSBT,No,Generation X,Offer E,Competitor,Competitor had better devices,42.55,30.0,55.05,102.75,0.0,0,85.1,187.85
5219-YIPTK,Yes,Generation X,,Dissatisfaction,Service dissatisfaction,11.32,12.0,104.4,3409.6,0.0,0,373.56,3783.16
5228-EXCET,No,Millennials,,Competitor,Competitor made better offer,12.54,20.0,80.85,1008.7,0.0,0,163.02,1171.72
5229-PRWKT,No,Generation X,Offer E,Attitude,Attitude of service provider,24.76,2.0,86.55,649.65,0.0,0,198.08,847.73
5233-GEEAX,No,Baby boomers,Offer E,Competitor,Competitor had better devices,,4.0,29.4,221.9,0.0,0,0.0,221.9
5236-PERKL,No,Millennials,,Competitor,Competitor offered higher download speeds,48.86,6.0,112.95,6465.0,0.0,0,2785.02,9250.02
5240-IJOQT,No,Baby boomers,,Competitor,Competitor had better devices,11.34,20.0,74.7,74.7,0.0,0,11.34,86.04
5244-IRFIH,Yes,Baby boomers,,Dissatisfaction,Poor expertise of online support,27.78,8.0,94.5,3105.55,0.0,0,916.74,4022.29
5261-QSHQM,No,Millennials,Offer E,Competitor,Competitor made better offer,,9.0,24.45,86.6,0.0,0,0.0,86.6
5271-YNWVR,Yes,Generation X,Offer A,Price,Extra data charges,23.67,22.0,113.15,7856.0,0.0,0,1609.56,9465.56
5275-SQEIZ,No,Baby boomers,,Competitor,Competitor had better devices,14.91,21.0,80.85,80.85,0.0,0,14.91,95.76
5276-KQWHG,No,Baby boomers,Offer E,Price,Extra data charges,15.32,21.0,69.6,131.65,0.0,0,30.64,162.29
5277-ZLOOR,No,Silent generation,Offer E,Dissatisfaction,Network reliability,5.49,25.0,85.55,187.45,0.0,0,10.98,198.43
5281-BUZGT,No,Baby boomers,Offer C,Competitor,Competitor made better offer,23.33,23.0,90.85,3186.7,0.0,0,839.88,4026.58
5287-QWLKY,Yes,Silent generation,,Attitude,Attitude of support person,44.66,8.0,105.1,7548.1,0.0,0,3170.86,10718.96
5293-WXJAK,Yes,Baby boomers,,Competitor,Competitor offered more data,17.25,27.0,104.05,1133.65,0.0,0,189.75,1323.4
5294-CDGWY,Yes,Generation X,,Other,Don't know,,2.0,59.3,3014.65,0.0,0,0.0,3014.65
5295-PCJOO,No,Generation X,,Other,Don't know,9.77,16.0,49.4,184.4,0.0,10,39.08,233.48
5299-RULOA,Yes,Baby boomers,,Price,Price too high,24.48,30.0,100.25,1064.65,0.0,0,244.8,1309.45
5299-SJCZT,No,Generation X,Offer E,Dissatisfaction,Network reliability,21.86,6.0,101.55,298.35,0.0,0,65.58,363.93
5301-GAUUY,No,Millennials,Offer C,Competitor,Competitor had better devices,1.49,21.0,80.35,2596.15,0.0,0,47.68,2643.83
5307-DZCVC,Yes,Silent generation,Offer C,Price,Extra data charges,48.95,9.0,85.95,2628.6,0.0,0,1566.4,4195.0
5318-IXUZF,No,Generation X,,Other,Don't know,6.2,6.0,87.15,183.75,0.0,0,12.4,196.15
5349-IECLD,No,Baby boomers,,Competitor,Competitor had better devices,26.05,2.0,94.95,178.1,0.0,0,52.1,230.2
5356-RHIPP,No,Millennials,Offer E,Competitor,Competitor made better offer,45.49,,20.2,20.2,0.0,0,45.49,65.69
5357-TZHPP,No,Baby boomers,,Attitude,Attitude of support person,30.8,18.0,84.4,732.5,0.0,0,277.2,1009.7
5364-EVNIB,No,Baby boomers,,Dissatisfaction,Service dissatisfaction,30.88,3.0,79.8,973.45,0.0,0,401.44,1374.89
5364-XYIRR,Yes,Generation X,,Competitor,Competitor had better devices,21.08,9.0,94.65,4812.75,0.0,0,1075.08,5887.83
5366-IJEQJ,No,Generation Z,Offer D,Other,Don't know,5.54,59.0,88.7,1761.45,0.0,0,110.8,1872.25
5373-SFODM,Yes,Baby boomers,,Dissatisfaction,Product dissatisfaction,24.54,5.0,85.25,3132.75,0.0,0,883.44,4016.19
5376-DEQCP,No,Generation X,,Competitor,Competitor made better offer,27.12,23.0,70.6,70.6,0.0,0,27.12,97.72
5378-IKEEG,No,Generation X,Offer E,Price,Price too high,,2.0,35.75,35.75,0.0,0,0.0,35.75
5380-AFSSK,No,Generation X,,Other,Don't know,46.45,10.0,93.9,486.85,0.0,0,232.25,719.1
5380-WJKOV,No,Generation X,Offer C,Competitor,Competitor offered higher download speeds,21.69,28.0,106.35,3549.25,0.0,0,737.46,4286.71
5383-MMTWC,Yes,Baby boomers,,Dissatisfaction,Limited range of services,46.05,22.0,84.0,613.4,0.0,0,368.4,981.8
5385-SUIRI,Yes,Baby boomers,,Competitor,Competitor offered higher download speeds,37.6,23.0,104.2,5568.35,0.0,0,1955.2,7523.55
5389-FFVKB,Yes,Baby boomers,,Dissatisfaction,Service dissatisfaction,2.08,25.0,80.3,2483.05,0.0,0,66.56,2549.61
5393-RXQSZ,No,Millennials,,Attitude,Attitude of support person,19.32,22.0,79.6,79.6,0.0,0,19.32,98.92
5394-SVGJV,No,Millennials,,Competitor,Competitor made better offer,30.72,42.0,98.8,3475.55,0.0,0,1136.64,4612.19
5419-CONWX,No,Baby boomers,,Competitor,Competitor had better devices,12.68,10.0,99.8,442.85,0.0,0,50.72,493.57
5419-JPRRN,No,Millennials,,Price,Extra data charges,10.38,7.0,101.45,101.45,0.0,0,10.38,111.83
5419-KLXBN,Yes,Millennials,,Competitor,Competitor made better offer,24.64,5.0,89.15,2257.75,0.0,0,616.0,2873.75
5440-FLBQG,Yes,Baby boomers,Offer A,Attitude,Attitude of service provider,48.88,4.0,108.4,7318.2,0.0,0,3372.72,10690.92
5442-UTCVD,No,Generation X,,Attitude,Attitude of service provider,43.72,21.0,91.85,257.05,0.0,0,131.16,388.21
5442-XSDCW,Yes,Baby boomers,Offer D,Competitor,Competitor made better offer,13.33,19.0,79.5,868.5,0.0,50,146.63,1065.13
5445-PZWGX,No,Baby boomers,Offer B,Price,Price too high,8.08,21.0,102.0,6529.25,0.0,110,500.96,7140.21
5445-UTODQ,Yes,Millennials,,Competitor,Competitor made better offer,11.58,27.0,81.1,576.65,0.0,0,81.06,657.71
5449-FIBXJ,Yes,Millennials,Offer D,Price,Lack of affordable download/upload speed,28.04,22.0,103.3,2012.7,0.0,0,532.76,2545.46
5458-CQJTA,Yes,Generation X,Offer B,Dissatisfaction,Product dissatisfaction,40.47,30.0,74.8,4820.15,0.0,0,2630.55,7450.7
5469-CTCWN,Yes,Generation X,,Competitor,Competitor offered higher download speeds,46.95,21.0,106.0,6547.7,0.0,0,2863.95,9411.65
5480-HPRRX,No,Silent generation,,Attitude,Attitude of support person,,30.0,25.3,77.75,0.0,0,0.0,77.75
5480-TBGPH,Yes,Baby boomers,,Competitor,Competitor offered more data,44.96,28.0,99.3,2431.35,0.0,0,1079.04,3510.39
5482-NUPNA,No,Millennials,,Competitor,Competitor had better devices,18.03,59.0,60.4,272.15,0.0,0,72.12,344.27
5482-PLVPE,No,Silent generation,,Competitor,Competitor had better devices,,11.0,24.35,41.85,0.0,0,0.0,41.85
5485-WUYWF,No,Baby boomers,,Price,Long distance charges,5.57,24.0,66.4,94.55,0.0,0,11.14,105.69
5493-SDRDQ,No,Generation Z,Offer E,Competitor,Competitor made better offer,5.33,52.0,55.1,113.35,0.0,0,10.66,124.01
5494-HECPR,No,Millennials,Offer E,Other,Moved,32.92,3.0,80.25,80.25,0.0,0,32.92,113.17
5498-TXHLF,Yes,Millennials,,Price,Extra data charges,40.78,4.0,87.45,2874.15,0.0,0,1386.52,4260.67
5502-RLUYV,Yes,Millennials,,Competitor,Competitor made better offer,37.2,27.0,103.95,7446.9,0.0,0,2566.8,10013.7
5510-BOIUJ,No,Millennials,,Attitude,Attitude of service provider,12.81,,19.25,19.25,0.0,0,12.81,32.06
5515-AKOAJ,No,Millennials,,Dissatisfaction,Service dissatisfaction,41.83,9.0,100.1,5440.9,0.0,0,2258.82,7699.72
5515-IDEJJ,Yes,Generation X,Offer E,Competitor,Competitor made better offer,45.77,,19.9,19.9,0.0,0,45.77,65.67
5519-NPHVG,No,Generation X,,Price,Price too high,12.75,24.0,94.2,1046.1,7.39,120,153.0,1311.71
5519-YLDGW,Yes,Generation X,Offer D,Dissatisfaction,Limited range of services,1.21,16.0,103.9,2254.2,0.0,0,25.41,2279.61
5520-FVEWJ,Yes,Millennials,,Competitor,Competitor had better devices,40.63,59.0,84.5,916.9,0.0,0,487.56,1404.46
5536-RTPWK,Yes,Generation X,Offer B,Competitor,Competitor offered higher download speeds,20.48,22.0,99.05,4853.75,14.24,0,1003.52,5843.03
5536-SLHPM,Yes,Millennials,,Competitor,Competitor made better offer,19.41,4.0,77.75,4458.15,0.0,0,1067.55,5525.7
5539-TMZLF,No,Baby boomers,,Competitor,Competitor had better devices,33.84,5.0,69.75,69.75,0.0,0,33.84,103.59
5550-VFRLC,No,Baby boomers,,Dissatisfaction,Limited range of services,43.45,30.0,69.85,69.85,0.0,40,43.45,153.3
5552-ZNFSJ,No,Generation X,,Dissatisfaction,Poor expertise of online support,34.37,28.0,45.3,45.3,0.0,0,34.37,79.67
5561-NWEVX,Yes,Silent generation,Offer E,Price,Price too high,17.73,18.0,79.2,172.85,0.0,0,35.46,208.31
5564-NEMQO,No,Silent generation,Offer E,Dissatisfaction,Network reliability,35.09,17.0,75.3,75.3,0.0,20,35.09,130.39
5565-FILXA,No,Baby boomers,,Other,Don't know,38.75,16.0,96.15,1529.2,0.0,0,620.0,2149.2
5567-WSELE,Yes,Baby boomers,Offer E,Competitor,Competitor had better devices,32.31,27.0,94.6,279.55,0.0,0,96.93,376.48
5569-KGJHX,Yes,Baby boomers,Offer E,Dissatisfaction,Service dissatisfaction,14.21,5.0,85.35,754.65,0.0,50,127.89,932.54
5569-OUICF,Yes,Baby boomers,Offer C,Competitor,Competitor made better offer,16.43,20.0,101.3,2812.2,0.0,0,460.04,3272.24
5570-PTWEH,Yes,Millennials,,Attitude,Attitude of support person,15.02,29.0,75.15,216.75,0.0,0,45.06,261.81
5572-ZDXHY,No,Generation Z,,Competitor,Competitor had better devices,29.07,52.0,84.3,1855.65,0.0,0,639.54,2495.19
5577-OTWWW,No,Generation X,Offer D,Other,Moved,39.84,,19.75,297.3,0.0,0,597.6,894.9
5583-SXDAG,Yes,Millennials,Offer E,Other,Don't know,19.15,18.0,70.0,70.0,0.0,10,19.15,99.15
5590-BYNII,No,Generation X,,Other,Don't know,35.93,17.0,100.75,2095.0,0.0,0,790.46,2885.46
5590-YRFJT,Yes,Generation X,,Other,Don't know,,10.0,24.45,482.8,0.0,0,0.0,482.8
5597-GLBUC,No,Generation X,Offer E,Price,Lack of affordable download/upload speed,22.97,23.0,85.45,85.45,0.0,0,22.97,108.42
5609-CEBID,No,Baby boomers,,Competitor,Competitor had better devices,48.73,12.0,94.1,1782.4,0.0,80,974.6,2837.0
5616-PRTNT,No,Millennials,,Attitude,Attitude of support person,22.78,,19.4,374.5,0.0,0,455.6,830.1
5624-BQSSA,No,Generation Z,,Price,Long distance charges,40.48,,20.95,20.95,0.0,0,40.48,61.43
5644-PDMZC,No,Baby boomers,,Attitude,Attitude of support person,47.47,19.0,89.5,161.5,0.0,0,94.94,256.44
5649-ANRML,No,Baby boomers,Offer E,Dissatisfaction,Poor expertise of online support,12.96,20.0,95.1,180.25,0.0,0,25.92,206.17
5649-TJHOV,Yes,Baby boomers,Offer C,Dissatisfaction,Product dissatisfaction,,25.0,36.5,1032.0,0.0,30,0.0,1062.0
5649-VUKMC,No,Baby boomers,,Competitor,Competitor made better offer,34.81,16.0,95.5,1115.15,0.0,0,417.72,1532.87
5650-VDUDS,No,Generation X,Offer E,Competitor,Competitor made better offer,,16.0,24.25,96.05,0.0,0,0.0,96.05
5655-JSMZM,No,Baby boomers,Offer B,Attitude,Attitude of support person,32.36,2.0,96.2,4718.25,0.0,0,1585.64,6303.89
5669-SRAIP,No,Generation X,Offer E,Competitor,Competitor offered higher download speeds,,2.0,39.5,210.75,39.27,0,0.0,171.48
5673-FSSMF,No,Generation Z,Offer E,Attitude,Attitude of support person,33.48,59.0,60.15,60.15,0.0,20,33.48,113.63
5673-TIYIB,No,Millennials,Offer E,Other,Don't know,,8.0,40.4,77.15,0.0,0,0.0,77.15
5685-IIXLY,Yes,Generation X,,Competitor,Competitor offered higher download speeds,7.0,23.0,83.6,404.2,24.44,0,35.0,414.76
5687-DKDTV,No,Millennials,,Attitude,Attitude of support person,37.66,,20.35,77.5,0.0,0,150.64,228.14
5688-KZTSN,Yes,Baby boomers,,Competitor,Competitor made better offer,31.14,,20.0,288.05,0.0,0,467.1,755.15
5692-FPTAH,No,Millennials,,Dissatisfaction,Network reliability,38.31,26.0,45.4,45.4,0.0,0,38.31,83.71
5696-QURRL,No,Millennials,,Dissatisfaction,Network reliability,13.84,26.0,-5.0,45.05,0.0,70,13.84,128.89
5698-BQJOH,No,Millennials,,Price,Price too high,27.21,29.0,94.4,857.25,0.0,0,244.89,1102.14
