Customer ID,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Premium Tech Support,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
4137-JOPHL,4,0,0,0,50,2,1,29.8,1,1,26.0,0,1,1,2,1,1,89.7,4304.5,0.0,0,1490.0,5794.5,1
4138-NAXED,3,0,0,0,51,0,1,42.93,1,1,11.0,0,0,0,1,0,1,81.0,4085.75,0.0,10,2189.43,6285.18,1
4139-DETXS,3,1,0,0,72,1,0,25.420517214274486,1,2,6.0,1,1,1,2,0,1,64.45,4528.0,0.0,0,0.0,4528.0,1
4139-JPIAM,2,0,0,0,51,0,0,25.420517214274486,1,2,2.0,1,1,1,1,1,2,44.45,2181.55,0.0,0,0.0,2181.55,1
4139-SUGLD,2,1,3,1,31,0,0,25.420517214274486,1,2,23.0,1,1,1,1,0,1,35.4,1077.5,0.0,0,0.0,1077.5,0
4140-MUHUG,4,0,0,0,3,0,1,18.38,1,1,20.0,0,0,1,1,1,1,86.85,220.95,0.0,0,55.14,276.09,0
4140-WJAWW,3,0,0,0,5,0,1,6.17,0,0,26.189958310676094,0,0,0,1,0,2,19.85,108.05,0.0,0,30.85,138.9,0
4143-HHPMK,3,0,0,0,52,0,1,48.13,1,1,12.0,0,0,0,1,1,1,85.35,4338.6,0.0,90,2502.76,6931.36,0
4143-OOBWZ,2,1,0,0,5,5,1,25.11,1,1,26.0,0,0,1,1,1,1,81.3,416.3,0.0,0,125.55,541.85,0
4145-UQXUQ,4,0,0,0,8,5,1,42.93,1,1,9.0,0,0,1,1,1,1,92.1,729.95,0.0,0,343.44,1073.39,0
4146-SVFUD,3,0,0,0,1,0,1,45.28,1,2,2.0,0,0,1,1,0,3,44.6,44.6,0.0,0,45.28,89.88,2
4154-AQUGT,4,1,0,1,13,4,1,1.47,1,1,5.0,0,1,1,1,1,1,89.05,1169.35,0.0,0,19.11,1188.46,0
4159-NAAIX,1,0,0,0,63,0,1,37.76,1,1,48.0,0,0,1,2,0,1,97.45,6253.0,0.0,0,2378.88,8631.88,1
4160-AMJTL,4,0,0,0,8,0,1,27.95,0,0,26.189958310676094,0,0,0,1,0,1,-5.0,164.3,0.0,0,223.6,387.9,0
4163-HFTUK,2,0,0,0,51,2,1,29.33,0,0,26.189958310676094,0,0,0,3,0,1,19.1,1007.8,0.0,0,1495.83,2503.63,1
4163-KIUHY,1,0,0,0,35,0,1,39.84,0,0,26.189958310676094,0,0,0,1,1,1,25.6,901.25,0.0,0,1394.4,2295.65,1
4163-NCJAK,3,1,0,9,46,2,1,35.46,0,0,26.189958310676094,0,0,0,3,1,1,24.45,1066.15,0.0,0,1631.16,2697.31,1
4174-LPGTI,3,1,0,1,41,0,1,32.02,1,2,28.0,0,1,1,3,1,1,66.5,2728.6,0.0,0,1312.82,4041.42,0
4176-FXYBO,2,1,0,9,54,2,1,49.9,1,1,29.0,1,0,1,1,0,1,109.55,6118.95,0.0,0,2694.6,8813.55,1
4176-RELJR,4,0,0,0,67,0,1,14.69,0,0,26.189958310676094,0,0,0,2,0,2,25.1,1672.15,0.0,0,984.23,2656.38,1
4177-JPDFU,2,0,0,0,12,4,0,25.420517214274486,1,3,6.0,0,1,1,1,0,2,34.0,442.45,0.0,0,0.0,442.45,1
4178-EGMON,2,1,0,9,70,0,1,9.28,1,1,51.0,1,1,1,2,1,2,88.0,5986.45,0.0,0,649.6,6636.05,1
4182-BGSIQ,3,1,1,6,10,4,1,19.05,0,0,26.189958310676094,0,0,0,1,1,1,19.8,196.75,0.0,0,190.5,387.25,1
4183-MYFRB,2,0,0,0,21,4,1,6.49,1,1,73.0,0,0,0,1,1,1,90.05,1862.9,0.0,30,136.29,2029.19,1
4183-WCSEP,3,0,0,0,31,0,1,34.38,1,1,20.0,0,1,0,1,1,1,78.45,2435.15,0.0,40,1065.78,3540.93,0
4184-TJFAN,4,1,0,1,3,5,1,25.77,1,1,2.0,1,1,1,1,1,3,88.3,273.75,0.0,0,77.31,351.06,0
4184-VODJZ,4,1,2,4,63,2,1,48.62,1,1,28.0,0,0,1,3,1,1,91.35,5764.7,18.78,0,3063.06,8808.98,1
4186-ZBUEW,3,0,0,0,36,3,1,29.27,1,2,9.0,0,1,0,3,1,2,70.7,2511.95,0.0,60,1053.72,3625.67,1
4187-CINZD,4,0,0,0,46,0,1,6.13,1,1,30.0,0,0,1,3,0,2,95.25,4424.2,0.0,0,281.98,4706.18,0
4188-FRABG,2,1,0,4,57,0,1,31.79,1,1,13.0,1,1,1,1,1,1,103.05,5925.75,0.0,0,1812.03,7737.78,1
4188-PCPIG,2,1,0,1,57,2,1,48.0,1,3,24.0,1,1,1,2,1,2,70.35,4124.65,0.0,0,2736.0,6860.65,1
4189-NAKJS,2,0,0,0,26,3,1,24.67,1,3,59.0,0,0,1,3,1,2,51.55,1295.4,0.0,0,641.42,1936.82,1
4190-MFLUW,1,1,0,6,10,0,1,9.41,1,3,69.0,0,1,1,1,0,2,55.2,528.35,0.0,0,94.1,622.45,0
4191-XOVOM,1,0,0,0,63,2,1,22.73,1,1,73.0,0,1,0,1,0,1,105.4,6713.2,0.0,130,1431.99,8275.19,1
4192-GORJT,3,1,0,1,5,0,1,39.36,1,1,24.0,0,0,1,1,1,1,94.45,498.1,0.0,0,196.8,694.9,0
4193-IBKSW,2,1,1,1,72,1,1,35.33,0,0,26.189958310676094,0,0,0,2,0,1,24.75,1769.6,0.0,0,2543.76,4313.36,1
4193-ORFCL,5,0,0,0,1,5,1,15.24,1,2,14.0,0,0,1,1,0,2,45.1,45.1,0.0,0,15.24,60.34,0
4194-FJARJ,1,1,3,6,54,0,1,8.53,1,3,73.0,1,1,1,2,0,1,60.0,3273.95,0.0,0,460.62,3734.57,1
4194-WHFCB,2,1,5,2,59,0,1,48.07,1,1,53.0,0,1,1,1,1,1,96.65,5580.8,0.0,0,2836.13,8416.93,1
4195-NZGTA,2,0,0,0,1,0,0,25.420517214274486,1,3,2.0,0,0,1,1,0,1,25.25,25.25,0.0,0,0.0,25.25,2
4195-PNGZS,1,1,3,1,69,0,1,33.09,0,0,26.189958310676094,0,0,0,2,0,1,24.45,1718.2,0.0,0,2283.21,4001.41,1
4195-SMMNX,4,0,0,0,2,0,1,32.03,0,0,26.189958310676094,0,0,0,1,0,3,20.35,33.2,0.0,0,64.06,97.26,0
4198-VFOEA,3,0,0,0,12,0,0,25.420517214274486,1,2,19.0,1,1,1,3,1,3,33.6,435.45,0.0,0,0.0,435.45,1
4199-QHJNM,4,1,0,9,67,1,1,48.68,1,1,17.0,0,1,1,2,0,1,102.9,6989.7,0.0,0,3261.56,10251.26,1
4201-JMNGR,4,0,0,0,1,5,1,26.22,1,3,22.0,1,0,1,1,1,1,55.8,55.8,0.0,0,26.22,82.02,0
4203-QGNZA,2,0,3,0,28,0,1,26.09,0,0,26.189958310676094,0,0,0,1,0,2,20.25,535.35,0.0,0,730.52,1265.87,1
4208-UFFGW,5,0,0,0,2,5,1,26.62,1,2,11.0,0,0,1,1,0,2,44.95,85.15,0.0,0,53.24,138.39,0
4210-QFJMF,2,0,0,0,4,5,1,36.91,1,1,23.0,0,0,1,1,1,1,79.15,317.25,0.0,0,147.64,464.89,0
4211-MMAZN,2,0,0,0,1,5,1,23.16,0,0,26.189958310676094,0,0,0,1,0,3,20.25,20.25,0.0,0,23.16,43.41,0
4213-HKBJO,4,0,0,0,33,0,1,36.5,0,0,26.189958310676094,0,0,0,2,0,2,25.7,826.1,0.0,0,1204.5,2030.6,1
4220-TINQT,2,1,0,3,61,0,1,27.63,1,1,29.0,0,1,1,1,1,1,106.35,6751.35,0.0,0,1685.43,8436.78,1
4223-BKEOR,3,0,0,0,21,4,1,30.88,1,2,15.0,1,0,1,3,0,3,64.85,1336.8,0.0,0,648.48,1985.28,1
4223-WOZCM,4,0,0,0,2,5,1,37.97,1,2,9.0,0,0,1,2,0,3,49.95,107.1,0.0,0,75.94,183.04,2
4226-KKDON,2,0,0,0,8,5,1,30.8,1,2,27.0,0,1,1,1,1,1,66.65,520.95,0.0,0,246.4,767.35,1
4227-OJHAL,3,1,2,8,68,0,1,20.15,1,2,16.0,1,0,1,3,1,2,73.0,5163.0,0.0,0,1370.2,6533.2,1
4228-ZGYUW,2,0,0,0,4,5,1,12.24,1,1,11.0,0,0,0,1,1,1,90.05,368.1,0.0,30,48.96,447.06,0
4229-CZMLL,3,0,0,0,6,0,1,6.32,1,1,11.0,0,0,1,1,1,1,74.9,469.8,0.0,0,37.92,507.72,0
4231-LZUYM,2,1,0,4,72,0,1,12.58,0,0,26.189958310676094,0,0,0,2,0,1,25.65,1887.0,0.0,0,905.76,2792.76,1
4232-JGKIY,1,0,0,0,1,0,1,26.37,0,0,26.189958310676094,0,0,0,1,0,1,19.2,19.2,0.0,0,26.37,45.57,2
4234-XTNEA,1,0,0,0,2,0,1,37.7,1,1,73.0,0,0,1,1,1,1,79.95,174.45,0.0,0,75.4,249.85,2
4236-UJPWO,2,0,0,0,2,5,0,25.420517214274486,1,2,5.0,0,0,1,1,0,1,24.5,46.4,0.0,0,0.0,46.4,2
4236-XPXAV,3,1,0,1,5,0,1,9.23,1,1,25.0,0,1,1,1,1,3,99.15,465.05,0.0,0,46.15,511.2,0
4237-CLSMM,3,1,0,10,2,0,1,34.38,0,0,26.189958310676094,0,0,0,1,0,3,20.0,38.0,0.0,0,68.76,106.76,2
4237-RLAQD,3,0,0,0,1,5,1,44.75,1,3,12.0,0,0,1,1,1,2,45.85,45.85,0.0,0,44.75,90.6,0
4238-HFHSN,4,1,0,4,61,2,1,26.55,1,1,2.0,0,0,1,3,1,1,82.15,4904.85,0.0,0,1619.55,6524.4,1
4238-JSSWH,4,1,0,1,35,0,1,45.13,1,1,10.0,0,0,1,2,0,1,102.05,3452.55,0.0,0,1579.55,5032.1,1
4248-HCETZ,4,1,0,1,30,3,1,6.23,1,1,4.0,0,0,1,1,1,2,79.65,2365.15,0.0,0,186.9,2552.05,0
4248-QPAVC,5,1,0,1,17,4,1,36.82,1,1,6.0,1,0,1,1,1,1,85.35,1463.45,0.0,0,625.94,2089.39,0
4250-FDVOU,3,0,0,0,6,5,1,17.18,1,2,22.0,1,0,1,1,0,1,56.25,389.1,0.0,0,103.08,492.18,0
4250-WAROZ,4,1,3,4,60,0,1,19.68,1,1,53.0,1,0,1,3,1,1,93.25,5774.55,0.0,0,1180.8,6955.35,1
4250-ZBWLV,1,0,0,0,68,1,1,21.74,1,1,73.0,0,1,1,3,0,1,108.45,7176.55,9.68,0,1478.32,8645.19,0
4254-QPEDE,1,1,0,3,52,0,0,25.420517214274486,1,2,52.0,1,1,1,2,0,2,66.25,3330.1,0.0,0,0.0,3330.1,1
4255-DDUOU,3,1,3,0,1,0,1,34.57,0,0,26.189958310676094,0,0,0,1,1,3,20.5,20.5,0.0,0,34.57,55.07,0
4256-ZWTZI,1,0,1,0,5,0,1,40.03,1,2,52.0,0,1,0,1,1,2,51.0,286.8,0.0,0,200.15,486.95,1
4257-GAESD,1,0,0,0,6,5,0,25.420517214274486,1,3,52.0,0,0,1,1,0,2,45.0,298.7,0.0,0,0.0,298.7,1
4273-MBHYA,2,0,1,0,1,0,1,5.36,1,1,19.0,0,0,1,1,1,1,89.35,89.35,0.0,0,5.36,94.71,2
4274-DRSQT,2,0,0,0,66,0,1,31.93,1,1,15.0,0,0,1,3,1,1,88.9,6000.1,0.0,0,2107.38,8107.48,1
4274-OWWYO,3,0,0,0,1,0,1,4.8,1,1,11.0,0,0,1,1,1,1,74.35,74.35,0.0,0,4.8,79.15,0
4277-BWBML,3,1,2,0,72,1,1,8.53,0,0,26.189958310676094,0,0,0,2,0,1,19.95,1322.85,0.0,0,614.16,1937.01,1
4277-PVRAN,2,0,0,0,8,0,1,36.39,1,1,7.0,0,0,1,1,1,1,80.1,679.3,0.0,0,291.12,970.42,0
4277-UDIEF,3,1,3,3,24,3,1,45.68,1,3,26.0,1,1,1,1,0,1,81.0,1923.85,0.0,0,1096.32,3020.17,1
4280-DLSHD,2,1,0,10,8,5,1,19.0,1,3,8.0,0,0,1,1,1,2,54.75,445.85,0.0,0,152.0,597.85,1
4282-ACRXS,4,1,0,2,38,3,0,25.420517214274486,1,3,30.0,0,0,1,1,1,1,24.85,955.75,0.0,0,0.0,955.75,1
4282-MSACW,2,0,0,0,68,0,1,32.67,1,1,3.0,1,1,1,3,1,2,117.2,8035.95,0.0,0,2221.56,10257.51,1
4282-YMKNA,3,0,0,0,9,5,1,16.48,1,1,12.0,0,0,1,1,1,1,74.75,706.6,0.0,0,148.32,854.92,0
4283-FUTGF,4,0,0,0,19,0,1,16.78,1,1,15.0,0,0,1,1,1,1,79.85,1471.75,0.0,0,318.82,1790.57,0
4283-IVYCI,2,0,0,0,9,5,1,27.53,1,3,11.0,1,1,1,1,0,2,64.95,547.8,0.0,0,247.77,795.57,1
4285-GYRQC,4,1,0,1,7,5,1,44.66,1,1,26.0,0,0,1,1,1,1,86.25,587.1,0.0,0,312.62,899.72,0
4289-DTDKW,3,1,0,1,40,2,1,22.56,1,3,4.0,0,0,1,1,1,1,101.3,4113.1,0.0,0,902.4,5015.5,0
4290-BSXUX,2,1,0,1,3,0,1,43.27,1,1,17.0,0,1,1,1,1,1,79.65,251.75,0.0,0,129.81,381.56,0
4291-HPAXL,4,0,2,0,1,0,1,29.1,0,0,26.189958310676094,0,0,0,1,0,2,19.85,19.85,0.0,0,29.1,48.95,2
4291-HYEBC,4,1,3,2,28,0,0,25.420517214274486,1,2,21.0,0,0,1,3,1,1,39.1,1096.6,0.0,0,0.0,1096.6,1
4291-SHSBH,1,0,0,0,7,5,1,8.95,1,1,52.0,0,0,1,1,1,1,69.55,521.35,0.0,0,62.65,584.0,1
4291-TPNFG,3,1,0,1,72,1,1,29.29,1,2,30.0,1,1,0,2,1,1,82.3,5980.55,0.0,140,2108.88,8229.43,1
4291-YZODP,3,0,3,0,7,5,1,49.66,0,0,26.189958310676094,0,0,0,3,0,2,20.05,96.8,0.0,0,347.62,444.42,1
4293-ETKAP,2,1,1,10,65,2,1,1.83,1,3,13.0,0,1,1,2,1,1,79.4,5071.9,0.0,0,118.95,5190.85,1
4295-YURET,5,1,1,8,56,2,1,5.93,1,2,19.0,1,1,0,2,1,2,72.6,4084.35,0.0,140,332.08,4556.43,1
4298-OYIFC,4,1,0,1,15,0,1,18.6,1,1,13.0,0,1,0,1,1,1,103.45,1539.8,0.0,140,279.0,1958.8,1
4299-OPXEJ,3,0,0,0,56,2,1,13.89,0,0,26.189958310676094,0,0,0,2,1,1,19.55,1080.55,0.0,0,777.84,1858.39,1
4299-SIMNS,3,0,0,0,9,5,1,34.34,1,1,6.0,1,0,0,1,1,1,81.15,784.45,0.0,50,309.06,1143.51,1
4301-VVZKA,1,1,0,1,16,0,1,25.83,1,1,46.0,0,0,1,1,1,1,75.4,1189.4,0.0,0,413.28,1602.68,1
4302-ZYFEL,1,1,2,8,69,1,1,26.44,0,0,26.189958310676094,0,0,0,3,1,2,20.55,1403.1,0.0,0,1824.36,3227.46,1
4304-TSPVK,3,1,0,8,68,1,1,23.14,1,1,21.0,1,1,1,2,0,1,114.9,7843.55,0.0,0,1573.52,9417.07,1
4304-XUMGI,4,1,2,3,50,0,1,32.9,1,2,18.0,1,0,1,2,1,1,75.15,3822.45,0.0,0,1645.0,5467.45,1
4307-KTUMW,2,1,0,1,53,2,1,31.24,1,1,73.0,1,0,1,1,0,1,93.9,5029.2,0.0,0,1655.72,6684.92,0
4307-KWMXE,3,0,0,0,10,4,0,25.420517214274486,1,2,22.0,0,1,1,1,0,1,35.75,389.8,0.0,0,0.0,389.8,1
4310-KEDTB,1,0,2,0,26,0,0,25.420517214274486,1,2,27.0,0,0,1,1,1,2,29.8,786.5,10.28,0,0.0,776.22,1
4311-QTTAI,4,0,0,0,16,0,1,40.95,0,0,26.189958310676094,0,0,0,3,0,2,19.35,295.55,0.0,0,655.2,950.75,1
4312-GVYNH,3,1,0,8,70,0,0,25.420517214274486,1,3,26.0,1,1,1,2,1,1,49.85,3370.2,0.0,0,0.0,3370.2,1
4312-KFRXN,4,1,0,2,72,1,1,34.29,0,0,26.189958310676094,0,0,0,2,0,2,25.4,1710.9,0.0,0,2468.88,4179.78,1
4315-MURBD,4,0,0,0,12,0,1,34.92,1,3,23.0,1,1,1,1,1,1,98.9,1120.95,0.0,0,419.04,1539.99,0
4316-XCSLJ,2,0,3,0,17,0,1,45.61,1,2,53.0,1,0,1,1,1,2,50.3,846.8,0.0,0,775.37,1622.17,1
4317-VTEOA,4,0,0,0,1,5,1,43.03,1,2,3.0,0,0,1,1,1,1,50.75,50.75,0.0,0,43.03,93.78,0
4318-RAJVY,3,0,0,0,10,0,1,2.84,0,0,26.189958310676094,0,0,0,3,1,2,19.8,198.25,0.0,0,28.4,226.65,1
4320-QMLLA,3,0,0,0,7,0,1,5.61,1,2,24.0,0,0,1,1,0,3,54.85,370.4,0.0,0,39.27,409.67,1
4322-RCYMT,4,1,0,1,68,1,1,29.18,1,2,18.0,0,1,0,3,1,1,75.8,5293.95,0.0,90,1984.24,7368.19,0
4323-ELYYB,3,1,2,7,13,0,1,4.26,0,0,26.189958310676094,0,0,0,3,0,2,20.0,218.55,0.0,0,55.38,273.93,1
4323-OHFOW,4,1,0,1,70,0,1,33.74,1,1,24.0,0,1,1,3,1,1,105.55,7195.35,0.0,0,2361.8,9557.15,1
4323-SADQS,4,1,6,2,7,0,0,25.420517214274486,1,3,30.0,1,1,1,1,1,1,34.5,279.25,0.0,0,0.0,279.25,0
4324-AHJKS,2,0,0,0,5,0,1,24.83,1,2,26.0,1,0,1,1,0,2,55.8,300.4,0.0,0,124.15,424.55,1
4324-BZCKL,2,1,2,6,10,0,1,5.74,1,2,59.0,0,0,1,1,1,2,55.55,551.3,0.0,0,57.4,608.7,1
4325-NFSKC,4,0,0,0,19,4,1,28.12,1,1,25.0,1,0,1,1,1,1,90.6,1660.0,0.0,0,534.28,2194.28,0
4328-VUFWD,4,0,0,0,39,0,1,6.77,1,2,17.0,0,1,1,3,0,1,59.3,2209.15,0.0,0,264.03,2473.18,1
4329-YPDDQ,2,0,0,0,20,0,1,16.05,1,1,18.0,1,1,1,1,1,1,108.2,2203.7,0.0,0,321.0,2524.7,1
4332-MUOEZ,5,1,0,1,20,0,1,32.54,1,1,5.0,1,1,1,3,0,2,94.3,1818.3,0.0,0,650.8,2469.1,1
4334-HOWRP,4,1,0,1,72,1,0,25.420517214274486,1,2,7.0,1,1,0,2,1,2,64.95,4546.0,0.0,30,0.0,4576.0,1
4335-BSMJS,3,0,0,0,62,0,1,8.23,0,0,26.189958310676094,0,0,0,2,1,2,-6.0,1563.95,0.0,0,510.26,2074.21,1
4335-UPJSI,3,0,1,0,24,0,1,34.24,0,0,26.189958310676094,0,0,0,2,0,3,19.75,498.1,0.0,0,821.76,1319.86,1
4338-EYCER,3,1,0,4,21,0,1,17.19,1,2,11.0,0,0,1,1,0,1,54.6,1125.2,0.0,0,360.99,1486.19,1
4342-HENTK,4,0,0,0,2,0,1,12.52,1,1,25.0,0,0,1,1,1,1,70.65,142.35,0.0,0,25.04,167.39,0
4342-HFXWS,1,1,1,6,48,2,1,44.66,1,2,27.0,1,1,1,3,0,1,69.7,3023.65,0.0,0,2143.68,5167.33,1
4343-EJVQB,3,0,0,0,7,0,1,1.67,1,1,23.0,1,0,1,1,0,2,74.35,533.6,0.0,0,11.69,545.29,1
4349-GFQHK,2,0,0,0,1,5,1,25.39,1,2,52.0,0,0,1,1,0,1,54.35,54.35,0.0,0,25.39,79.74,0
4350-ZTLPI,2,1,0,1,53,2,1,18.0,1,1,20.0,0,1,1,3,1,1,108.95,5718.2,0.0,0,954.0,6672.2,1
4351-QLCSU,3,0,0,0,1,0,1,32.74,1,2,26.0,0,0,1,1,1,2,55.0,55.0,0.0,0,32.74,87.74,0
4353-HYOJD,2,1,5,5,27,3,1,19.32,1,2,30.0,0,0,1,1,0,2,49.85,1336.15,0.0,0,521.64,1857.79,1
4355-CVPVS,3,1,1,4,56,0,1,12.97,1,1,28.0,0,0,1,3,0,1,88.9,4968.0,0.0,0,726.32,5694.32,1
4355-HBJHH,3,1,0,0,67,0,1,42.77,1,2,3.0,1,0,1,2,1,1,79.7,5293.4,0.0,0,2865.59,8158.99,0
4359-INNWN,4,0,0,0,17,4,1,3.84,0,0,26.189958310676094,0,0,0,3,0,2,20.05,337.9,43.68,0,65.28,359.5,1
4360-PNRQB,2,0,0,0,18,4,1,15.18,1,1,42.0,0,0,1,1,1,1,75.6,1395.05,0.0,0,273.24,1668.29,1
4360-QRAVE,4,0,0,0,37,3,0,25.420517214274486,1,2,29.0,0,0,1,2,0,1,36.65,1315.0,0.0,0,0.0,1315.0,1
4361-BKAXE,1,0,0,0,41,2,1,21.56,1,1,59.0,1,1,1,1,1,1,114.5,4527.45,0.0,0,883.96,5411.41,0
4361-FEBGN,2,0,0,0,48,0,1,33.68,0,0,26.189958310676094,0,0,0,2,0,2,20.15,982.95,0.0,0,1616.64,2599.59,1
4361-JEIVL,2,0,3,0,1,5,1,7.14,1,2,52.0,0,0,1,1,1,1,44.4,44.4,0.0,0,7.14,51.54,0
4365-MSDYN,2,1,0,7,8,0,1,22.34,0,0,26.189958310676094,0,0,0,1,1,1,19.55,161.15,0.0,0,178.72,339.87,1
4366-CTOUZ,2,0,0,0,50,0,1,15.1,1,1,9.0,0,1,1,2,1,2,100.2,5038.45,0.0,0,755.0,5793.45,1
4367-NHWMM,2,0,0,0,1,0,0,25.420517214274486,1,3,13.0,0,0,1,1,1,2,24.9,24.9,0.0,0,0.0,24.9,2
4367-NUYAO,2,1,1,5,10,0,1,22.83,0,0,26.189958310676094,0,0,0,2,0,2,25.75,257.5,0.0,0,228.3,485.8,1
4369-HTUIF,4,0,0,0,6,5,1,29.41,1,1,30.0,1,0,1,1,1,1,85.15,503.6,0.0,0,176.46,680.06,0
4369-NYSCF,4,0,0,0,56,2,1,18.42,1,2,13.0,0,1,0,3,1,1,75.75,4284.65,0.0,90,1031.52,5406.17,1
4373-MAVJG,4,1,0,1,14,4,1,13.64,1,1,9.0,0,0,1,1,1,1,90.9,1259.0,0.0,0,190.96,1449.96,0
4373-VVHQL,2,0,0,0,1,5,1,18.57,1,2,26.0,0,0,0,1,1,1,44.75,44.75,0.0,10,18.57,73.32,2
4374-YMUSQ,4,0,0,0,34,3,1,22.41,1,1,13.0,1,1,1,3,0,2,116.25,3899.05,0.0,0,761.94,4660.99,1
4376-KFVRS,3,1,0,5,72,1,1,30.75,1,1,3.0,1,1,1,2,1,2,114.05,8468.2,0.0,0,2214.0,10682.2,1
4377-VDHYI,2,1,3,6,32,0,1,36.65,1,1,69.0,1,0,1,3,1,1,-7.0,3023.85,0.0,0,1172.8,4196.65,1
4378-BZYFP,2,0,0,0,17,0,1,42.66,0,0,26.189958310676094,0,0,0,3,1,3,20.5,365.8,0.0,0,725.22,1091.02,1
4378-MYPGO,2,1,2,3,68,0,1,31.4,1,1,19.0,1,0,1,2,1,1,105.25,7173.15,0.0,0,2135.2,9308.35,1
4381-MHQDC,2,0,0,0,47,2,1,35.75,1,2,13.0,1,1,0,2,1,2,65.0,2879.9,0.0,0,1680.25,4560.15,1
4385-GZQXV,4,0,0,0,16,4,1,9.43,1,1,9.0,0,1,1,1,1,1,94.45,1511.2,0.0,0,150.88,1662.08,0
4385-ZKVNW,3,1,3,4,44,0,1,46.54,1,2,52.0,0,1,0,1,1,1,54.9,2549.1,0.0,130,2047.76,4726.86,1
4389-UEFCZ,1,1,0,0,72,0,1,21.96,1,1,59.0,1,0,1,2,1,1,105.5,7544.0,0.0,0,1581.12,9125.12,1
4390-KYULV,2,1,0,1,3,5,1,37.61,0,0,26.189958310676094,0,0,0,1,1,2,20.55,51.15,0.0,0,112.83,163.98,0
4391-LNRXK,2,0,0,0,22,4,1,48.07,1,1,18.0,0,1,1,1,1,1,94.95,2142.8,0.0,0,1057.54,3200.34,1
4391-RESHN,3,0,0,0,23,4,1,16.28,1,1,2.0,0,1,1,1,1,2,104.05,2470.1,0.0,0,374.44,2844.54,0
4393-GEADV,3,1,3,10,70,0,1,39.06,1,1,75.0,1,1,1,2,0,2,114.75,7842.3,0.0,0,2734.2,10576.5,1
4393-OBCRR,4,0,0,0,3,0,1,1.47,0,0,26.189958310676094,0,0,0,3,0,3,20.25,71.2,0.0,0,4.41,75.61,2
4393-RYCRE,1,0,0,0,44,0,1,38.33,1,1,41.0,1,0,1,3,1,1,106.05,4510.8,0.0,0,1686.52,6197.32,1
4395-PZMSN,4,0,0,0,5,5,1,18.38,1,1,15.0,0,0,1,2,1,1,85.55,408.5,0.0,0,91.9,500.4,1
4396-KLSEH,1,0,0,0,4,5,1,6.88,0,0,26.189958310676094,0,0,0,1,1,1,19.85,63.0,0.0,0,27.52,90.52,1
4397-FRLTA,2,0,0,0,4,5,1,32.54,0,0,26.189958310676094,0,0,0,1,0,2,20.15,84.5,0.0,0,130.16,214.66,1
4398-HSCJH,3,0,0,0,3,5,1,3.64,1,2,25.0,0,1,1,1,1,1,63.6,155.65,0.0,0,10.92,166.57,0
4402-FTBXC,3,0,0,0,54,0,1,27.17,1,1,24.0,1,0,1,1,0,2,89.8,4667.0,0.0,0,1467.18,6134.18,1
4403-BWPAY,2,0,0,0,14,0,1,33.5,0,0,26.189958310676094,0,0,0,3,1,2,24.8,321.7,0.0,0,469.0,790.7,1
4404-HIBDJ,3,0,0,0,25,0,1,1.37,1,2,21.0,1,1,1,3,0,2,74.3,1863.8,0.0,0,34.25,1898.05,0
4412-YLTKF,4,0,1,0,27,3,1,3.33,1,1,18.0,0,0,0,1,1,1,78.05,2135.5,0.0,10,89.91,2235.41,0
4415-IJZTP,2,0,0,0,1,0,1,13.61,1,1,25.0,0,0,1,1,1,1,74.5,74.5,0.0,0,13.61,88.11,0
4415-WNGVR,4,1,0,3,12,0,1,37.15,1,2,13.0,1,1,0,3,1,1,79.2,943.85,0.0,20,445.8,1409.65,1
4418-LZMSV,3,1,3,8,13,0,1,28.15,1,3,56.0,0,1,1,1,0,1,61.8,750.1,0.0,0,365.95,1116.05,1
4419-UJMUS,3,1,1,0,69,1,1,8.46,1,1,21.0,0,1,1,2,1,1,99.35,6856.45,0.0,0,583.74,7440.19,1
4422-QVIJA,3,0,1,0,35,0,1,38.82,1,2,19.0,0,0,0,1,0,3,50.15,1655.35,0.0,130,1358.7,3144.05,1
4423-JWZJN,3,1,2,9,64,2,1,45.35,1,1,30.0,0,0,1,3,0,2,90.25,5629.15,0.0,0,2902.4,8531.55,1
4423-YLHDV,1,1,0,1,21,4,1,38.52,1,1,59.0,1,0,1,1,1,1,104.4,2200.25,0.0,0,808.92,3009.17,0
4424-TKOPW,4,0,0,0,2,0,1,25.19,1,1,14.0,0,0,1,1,1,1,93.85,196.75,0.0,0,50.38,247.13,0
4425-OWHWB,2,0,0,0,20,0,1,10.9,0,0,26.189958310676094,0,0,0,3,1,2,19.35,433.75,0.0,0,218.0,651.75,1
4429-WYGFR,2,0,0,0,26,3,1,44.11,1,2,8.0,0,1,1,1,0,1,49.15,1237.3,0.0,0,1146.86,2384.16,1
4430-UZIPO,3,0,0,0,3,5,0,25.420517214274486,1,2,21.0,0,1,1,1,1,3,36.85,108.7,0.0,0,0.0,108.7,0
4430-YHXGG,1,0,3,0,4,5,1,38.97,0,0,26.189958310676094,0,0,0,1,1,2,25.45,84.2,0.0,0,155.88,240.08,1
